text;expected_sentiment
"UPDATE: Since becoming Karen's Naturals these are not the same. The 2 bags I purchased under this new name are mostly dried red peppers. Very little corn, carrots, or peas. I won't be buying these again.

Purchased for my 4 lovebirds to give them a bit of variety in treats. They quite like the Just Veggies, and I have been giving this to them for quite a while. I sometimes add dried red/green/jalapeno flakes that I pick up at Penzey's. The birds are fond of this treat. They are also fond of dropping bits of the Just Veggies on the cat as he passes by.";negative
"I was unpleasantly surprised when I first tried this coffee (Ordered two large cans of the stuff).  It's just plain bad.  There is very little or no caffeine  buzz going on, which is odd for 100% Columbian. As far as ""Supremo Bean"" is concerned, I would really hate to try their ""regular bean"".  Very rough, agonizing taste over-all.  I would have sent it back if that wasn't such a hassle.  We though about donating the remaining unopened can to a local church, but than we decided that would be cruel. So, live and learned.  Very shocked that Costco would put their label on this product. As other reviewers have said, maybe I got a bad batch?";negative
Not to my taste.;negative
"Somehow I knew I'd come to regret paying 11.00 for a 2-pack of taco shells.
Since changing to a low carb way of eating I have had to give up tortillas & taco shells but when I found these shells I thought of how nice it would be to have a low carb taco shell option for mexican dinners with the family. With only 4 grams of carbs per shell these seemed like a great option but are not sold in my area so I was prepared to pay a bit more to order them online.
They arrived 2 days later (I love you, Amazon Prime.) so I went ahead and put together a taco night feast fit for a king. When I opened the first box my heart sank. I could see even through the shrink-wrap that what I had was essentially a bag of crumbs. I opened the second box and found the majority of shells were broken but managed to salvage a few. Of the 24 total shells, only 6 were even remotely usable.  I don't usually include photos in my reviews but I felt that THIS TIME it would be a good idea to show potential customers what they will be working with. The first image depicts one of the lone surviving low carb shells alongside the shells my family usually eats. As you can see, the La Tiara shells would fit nicely in the hands of a toddler....or a Barbie. These aren't low carb because someone tweaked a regular shell recipe, they are low carb because they are tiny and as you can see in the second photo, paper thin. The few shells intact enough to even hold any meat at all disintegrated within moments of being filled.
But hey, at least they tasted terrible.
No, on second thought...""terrible"" is not entirely accurate. To taste terrible they would have to actually HAVE a flavor. These wafer-thin, fragile, teeny little pseudo-shells taste like I'd rather be fat.";negative
Not really good;negative
Chocolate????;negative
Absolute Worst product ever! There was so much salt in this product that it had to be returned. Amazon was very nice and submitted a refund since this product was not edible at all. I had gotten this for my husband since he likes to eat them as a snack. He had to spit it out! I would not recommend these to anyone and I would not even try to cook with them. Horrible product! The salt in this product burned our tongue it was so bad.;negative
"I have come to the conclusion that THE only way to get delicious Hummus is from a Greek restaurant.  Wild Garden?  It was about as ""wild"" as a blade of grass.  Terrible flavor & texture. UGH - does anyone know of any brand, of Hummus, that actually taste good?

I've tried making my own - not even close to a decent taste. Yes, I used Tahini.  People tell me I'm a ""amazing cook"" - I will feel ""amazing"" when I can make a simple, yet superior, Garlic Hummus!

Sadly, we live over a hours drive to a decent Greek restaurant.  I have tried brands from the refrigerator section and those that do not require refrigerating until you open it.  All terrible. Moving to Greece not a option. (Husband not receptive to this option)

The absolute best Hummus I've had was at the restaurant in the Doubletree Hotel - Times Square - NYC.  Being I live in CA - well, no chance of getting some soon.  Anyone have a really good garlicky recipe?  Woman on a quest here for plain, super garlicky Hummus.  No 'extra' flavors thrown in - I think I have tried over twenty different brands.  :-(

Anyway, if you love Hummus forget this brand.";negative
I know its supposed to be a health food product but it spreads, smells and probably tastes like that stuff guys use to grease car parts.  The taste is awful.  I haven't a clue how you could possibly disguise it.  My brilliant thought was to add it to a baked product and then read how others did this and it ruined the baked goods.  I don't bake enough to be that adventurous or wasteful.  If you get it on your fingers or face, good luck getting it off.  You will be orange tinged for the remainder of the day.  There must be some way to use it but honestly, outside of car parts I really don't know.;negative
This product has an odd taste.;negative
"I bought this unsweetened because I need to stay away from sugar as much as possible. I have bought other products by this compqny and was happy with them. However,  however, this is definitely not my cup of tea (pun intended). The flavor is very weak and the lemon flavor in it overpowers what littke ta flavor there is. The other thing I noticed is that it almost has a weird chemical taste to it. I had subscribed to this, but cancelled after first shipment.
If you really want a good strong flavored unsweetened tea, I highly recommend Lipton's  Pure Leaf unsweetened tea. It is the best out there. And Amazon has it!";negative
I ordered TWO cases of this because of all the high reviews and I just don't like the taste of this water.  It's not so bad when really, really cold, but I won't be buying this again.  I just can't figure out why there is SO many high reviews on this.  It baffles me!!  It was packed very well and I didn't find it hard to open a bottle at all like some of the reviewers said, but the taste is what turns me off.;negative
It tasted bad and made me nauseous. And I broke out really bad around my mouth. I asked a friend who sells herbalife and she said maybe I'm allergic to something in it. Waste of money. I used it maybe 4 or 5 times then threw it in the trash. Not worth the awful break out on my face. Total waste of money.;negative
I bought this and a blueberry syrup by Pioneer Valley to compare and definitely prefer the Pioneer Valley, which has a much stronger blueberry flavor. I was hoping I would prefer the Madhava since it's made with agave, but I could barely detect a blueberry taste. It's also pretty light in color, which is probably why it does not have much blueberry flavor.;negative
"I was really excited about ordering this set and thrilled when it came.  I have noticed something unexpected about the teas, however.  With the teas I have tried from this set I have noticed an unpleasant dry aftertaste.  Another taster noticed the same thing without my mentioning it.

I really like the glass tea pot.  It is very nice to watch the tea fill the glass orb with color and flavor.  Whether the flowers are beautiful or look more like sea urchins will be a matter of personal taste.

I had high hopes for the Starlight Rose Tea (white tea leaves with rosebud) and found it far inferior to Rose Petal Black Blended Tea by The Republic of Tea, which is excellent.  On the other hand, Numi's Moroccan Mint is one of the finest teas I have ever tasted, superior to an old favorite of mine- Stash Tea Moroccan Mint.

After tasting this tea I am surprised by the number of reviews rating the tea that comes with the set as quite good.  Maybe I got a bad batch or have strange taste buds- but there it is.

The bamboo box is quite charming.";negative
Love this water but HATE the plastic bottles. Gave off a chemical smell. I would not recommend ordering this again. just order the glass ones from someone else though. The seller was very difficult work with to return and would not replace unless I paid the return shipment which was more than I paid for product.;negative
Any one who wrote a good review of these has not had real Licorice all sorts.  These are mostly colored candy and a little licorice.  The pieces are weirdly large and not nearly as colorful as they appear as pictured.  I returned them!;negative
bought this stuff for a gift, because of a supposed expert reviewer's opinion. sigh. good thing i tried this before gifting, it is bad tasting, terrible. i did try one out of a sampler pack and it did taste better, at least less noxious anyway. made me think of 'bait and switch'. i did find the other high rated coffees tested to be quite fine. not this one, for me never, ever, never again.;negative
"OK it is gluten free and that is pretty much all I can say about it!  If you were making a big pot of chicken noodle soup to heat up for your family over several days I would consider it and here is why.  I was making a beef, celery, noodle dish.  I boiled the noodles as directed for 12 min. and they were still pretty much rock hard in the center.  So I boiled them for another 5 Min., now that is 17 min.  and guess what, they were still ""hard"", not firm but ""hard"".  Then I boiled them another 7 Min., now we are at about 23 min.  They never really softened to the point of simply slightly firm.  I will not order this product again, in my opinion ""simply thumbs down"".";negative
Get ANYTHING else.;negative
"first off, I was very disappointed how small the shrimp are. ""21/25"" apparently refers to the size/weight count of the shrimp AFTER breading, and not the shrimp themselves (which are ridiculously tiny, no bigger than 51/60 or maybe 41/50 if you are being kind or hopeful)

so next, obviously, that means there is a ton of breading. which makes it difficult to get the shrimp inside cooked, the middle breading not-soggy, and the outside not-burned, all at the same time. and even when cooked close to properly, the breading still was not that appetizing.

but the worst had to be the flavor of the shrimp itself - they are peeled and deveined, but somehow every single shrimp, tasted overpoweringly of ""vein"". just unpleasant.

will never buy again. the same company's 2# frozen 41/50 peel and eat, though, is more than good, it's great. get that instead.";negative
Never ordered!!;negative
I was excited about getting this, and it did come in a timely manner, however I disagree with many of the reviewers who think this is a potent flavoring.  It is very mild and hardly worth the expense to me.  I liked that it is Stevia, because my husband is diabetic, but he was not thrilled with the strength of the flavor.  It is too expensive to add enough flavor to make it taste good.  It does smell good.  We decided to try pure extracts, which don't have sugar added, so we bought Watkins lemon and orange pure extracts.  They taste great and have no sugar.  I believe they will prove to be much less expensive too.;negative
Claimed no sugar added. Has sugar.;negative
Didn't like it.;negative
Runny and bitter, with an odor lacking in many of the appealing qualities of good honey. Hard to believe it's not watered down.  Also hard to believe that most of the good reviews for this are legit because the product does not support it.;negative
the ravioli was delivered frozen and it was fresh, but there wasn't really any chicken in it!  ive had other brands with more chicken in them. and i didn't taste the sweet pepper. it was plain tasting. i was expecting more of a sweet pepper taste and chicken.;negative
I'm not sure where to begin here...  I think it's gross.  just all around, gross.  The regular coffee tastes so watered down, the flavored coffees were sickening,(like vanilla that tasted like they dumped imitation vanilla in it).  The bold is the only flavor I could handle.  It was pretty strong, so I just added water to it, and then it was drinkable.;negative
Plain are delicious but all the flavors are horrendous. They taste like...Hmmm...chemicals? I would think there aren't chemicals in them but it doesn't matter because the HOUR LONG AFTER TASTE IS SOOOO BAD and so much like non-food flavor. I bought this because the plain I ordered were so delicious but gave them away because only the plain is edible.;negative
Stale !!! WOW !;negative
"Seriously disappointed 
I was a manager at Dunkin Donuts many years ago, and we had this flavored syrup that was so good. It was strong. Two pumps for an extra large coffee, some people even thought it was too strong and asked for half. I expected this to be the same, boy was I wrong! Three pumps of this in an extra large tastes like nothing. Was expecting a bit stronger. Won't be buying this brand again ";negative
"I was very disappointed in this coconut water. Not that it didn't taste good, it does. BUT THAT IS BECAUSE IT IS FULL OF ADDED SUGAR! As much as soda. What is the point of getting ""pure"" coconut water, when they dump a bunch of sugar in it before it even ships! For the cost, this is not for me. I won't pay this much for sugar water.";negative
didn't like to dark and fishy;negative
Way to expensive for me.;negative
Awful.  Mostly unpleasantly flavored yellow gooey gravy-like substance with small bits of chicken (flavorless), and bits of what appears to be vegetables.  Threw it away after a couple small bites.  Will never order again.;negative
"This tastes terrible. It's nothing like real frosting. The texture is weird. The flavor is weird. To those who say it is ""too sweet,"" I don't think you've ever tasted real frosting. Real frosting is not a nutritious food, but neither is this. At least real frosting is yummy. My suggestion: Use real frosting or forego it completely. It's not worth this. Even if you're diabetic. Horrible.";negative
I bought the six pack case and after baking the first two boxes I am confident that I won't be purchasing this again. If you are looking for chocolate decadence, you won't find it here. The next box I will try with regular oil not melted butter/margarine as directed. Maybe then I'll get that chewy, gooey richness that this products claims. There is a strange aftertaste, not one that I wish to linger. Betty Crocker G/F brownie mix is by far a better tasting brownie and less expensive. My vote is G/F with Betty C!;negative
Such a disappointment!!;negative
Great;negative
This item arrived on time. The inner bag was broken. The jelly beans were not Jelly Belly brand. They were large in size. Not small like regular Jelly Belly jelly beans. They tasted fine, but I was disappointed.;negative
was stale;negative
"These snicker candy bars were not as good and actually was less net wet 1.76 than the
regular size 1.86 and it was post marked they were from Britian, not good, didn't particularly
like them. The taste was different.";negative
I have purchased this blend before and loved the bold richness of this coffee.  This purchase is a total disappointment.  It is very weak, no matter how many more tablespoons I add.  I tastes dry and stale.  Will not purchase this brand from Amazon.  Bummer.  This coffee will set in my emergency stash, only if I run out of the drinkable ones.;negative
"I wanted to avoid using food coloring due to it containing the ingredient red 40. So I used this powder for my red velvet cake. The color of the red velvet cake was light brown; this powder does not work for red velvet cakes.";negative
"I have ordered from this company before and found that their tea bags did not have staples, so I ordered a pack of 6 boxes of their tea only this time in Peppermint. The sad thing is while some companys do the right thing with high quality products I have found other take short cuts and it seems this company has by using staples to attach the string to the tea bag which is HIGHLY poisonous. The product I have tried in the past did not have staples I guess they thought we would not notice.
PLEASE BE AWARE if you are drinking hot tea with a staple attaching the string you are are taking in toxic substance while you think you are doing good things with the tea. I know for sure two teas and a bud do not use staples so I will stick with them";negative
Smashed by gallon water and cans. Still eatable but i shouldnt have to eat smashed bread when i pay hard earned money for good bread bagels cinabon bread . Either the people packing don't care or need more training. Im usually so satis fied but this time so disappointed.;negative
I expected these to taste like real cheese after reading some of the positive reviews, but they taste like a cheese powder mixed with other stuff and they look like mini rice cakes.  I am really disappointed in the flavor of these and won't be purchasing them again.;negative
"I have an excellent sense of taste, unfortunately, and these tasted more like chocolate than pecan.  I like chocolate, but not in my pecan
pie.  I also got the sense that they were getting stale as even the gelatin sugary filler had very little flavor.  I have had many  mini pecan pies
before and these had to be the poorest tasting ones ever.  If I am going to consume a bunch of calories I at least want them to taste good.
Some of them had damaged crusts, but that is to be expected from normal shipping trauma.  I did not count off for that, but the low grade
is strictly due to the inferior flavor.";negative
These were more chocolate tasting than coconut tasting. The chocolate over powered the coconut so you could not taste the combination of chocolate and coconut. Disappointing I would not buy again. Had to give the one I purchased away because I could not eat them because I did not like them.;negative
found that it's not low acid;negative
You Get What You Pay For!!!!;negative
The chocolate arrived on time but it had gone bad. It was supposed to be dark chocolate but it was discolored and we were afraid to even try it.  It came from overseas so were wondering if the temperature changes on the journey caused the issue.;negative
"Bought these truffles as a three pack. One for my own family and two as part of my children's godparents gifts for Christmas. I live in MN so I thought I would be okay to order them in early December when our temps are below freezing. (Other reviewers claimed that they received melted candy, but I thought I would be safe.) Unfortunately that was not the case. I could tell that something was wrong right away. When I opened the box that I purchased for my family I was disappointed to find a large lump of melted truffles. Because they are not individually wrapped, they all just melted together. I didn't want to give these away as gifts so I opened up the second box, which actually sounded like perhaps they might be okay, it at least sounded like it hadn't all melted together when I shook the box. The second box, oddly enough was not melted. (This was a three pack, so you would have thought that if one was melted then they all would be) However, all the cocoa powder that should have been coating the truffles had fallen off and settled in the bag. What was left was small uneven chocolate rounds that resembled presents that my dog leaves on my sidewalk when he is mad at us. Not fit for gifting, not even appetizing enough to put out of the counter at my house. Because I HATE wasting I ended up grinding up the ""lump"" that came in the first box to use for baking. I rolled the naked truffles in baking cocoa to try and vamp up their appearance in hopes that they would get eaten.  The third box is sitting in the bottom of my pantry unopened. Very disappointed. The ones that I vamped up, we finished off about 1/3 before we got sick of eating them. They are okay, but not really something that anyone got to excited about. I would never purchase these again.";negative
My initial review of this product was glowing, but continuing to use it I have found the product quality to be most inconsistent:  Sometimes the coffee is great then the next cup will be like dishwater.  I'm an analyst by profession but I cannot figure this one out.  Until Melitta can correct the inconsistency in this product, I will not purchase it again.  I'm cancelling my subscription.  Original review:  Recently I have been very disappointed with my Senseo coffee pods which I have been buying for several years. The flavor had become so weakened that I was adding other instant coffee to it to try to produce a robust cup of coffee.  I had even considered replacing my coffee maker. When the Senseo pods were no longer available, I decided, reluctantly, to try these Melita pods as they were more reasonably priced than the other alternatives.  What a pleasant surprise!!  Here's my robust coffee back again!! These pods definitely have more coffee in them because, when I discard them, they are noticeably heavier than were the Senseo pods.  Also, I had to use the larger pod holder that came with my machine because, when wet, the smaller holder would not contain the coffee while brewing.  Another pleasant surprise... these pods are individually wrapped and come in a dispenser box!  Try the subscription (you can select your own delivery interval) and save about $1 per box and get free shipping!  Thank you, Melita and please don't change this product in any way or you will be hearing from me for sure.;negative
I was so excited to find a pasta that was only 5 carbs.  However after I received them and read there is actually 40+ carbs, I did some research.  Nobody can say why there is only 5 digestible carbs.  My family is doing a low carb diet and I am diabetic.  I spike the same as with normal pasta and have actually put on some weight after adding this in a few weeks ago 2x a week.  Feel lied to.  Now I have a stock pile of pasta that can't be used.  Do your own research before buying....  Not worth the risk of blowing your diet...;negative
"I bought this salt years ago, and liked it - so was happy to buy the three-pack here on Amazon.  This time - must have been a bad batch.  The salt is terribly gritty - almost like tiny pieces of sand or glass.

I am throwing the rest of it out.";negative
Im really disappointed... I had hoped this would be just as good as their sugar free cherry syrup, but its just weird. Not at all syrupy, it is a clear liquid - almost like the product was watered down, yet it was sealed.;negative
I just did not like it!!;negative
"Sweet, sticky (too moist) and compared to dried prunes purchased from local health food stores or whole foods these are really almost tasteless in comparison. This isn't my conclusion from one batch of 6, but I've purchased this a number of times, but giving up and never going to again.,

Due to the excess moistness, the prunes usually end up as a clumped up gooey mess.

The packaging is only convenient if you intend to remove all contents at the time of opening, as a storage medium to eat casually it falls short.

At first really liked these, but quality of the final product has really gone down hill.

Kind of like the organic raisins whose quality slipped. Last time I got the raisins each contained a hardened mass of raisins that appeared to have sat in a very hot room over the summer, or just baked for a while. Sent some back to Amazon, easy peezy, but on my next order it sure seemed like they sent the exact same ones back to me.

While at times Amazon's food products are good, it seems raw food or dried food products are not. Especially these Newman's Own dried fruits, it's just a shame.";negative
While this does take me down memory lane as a child growing up, there is one big difference.  Back when I was a kid, these caramels were soft. The ones I got here were hard and probably would pop off a filling if anyone actually chewed it. Also the flavors are not equally distributed. I got mostly orange favored.;negative
This is a new process for me. I think it dilutes the flavor significantly,  but it's the texture bothers me. They're dry and crunchy...just not a texture that I'm neither familiar with nor like. I'll eat almost anything with mango...but not these;negative
Way too expensive but real French green lentils are expensive and somewhat difficult to find here in the States. I did shop around and did not find any better price for du peu lentils .  I did not  particularly like the taste but a friend I shared with did like them. I would not buy this product again;negative
I was looking for a bread mix that produced a loaf with some character and texture This makes a fairly heavy loaf in my Zojirushi. If not eaten immediately I find it inedible. I don't think I will buy it again.;negative
Not nearly as good as Twizzlers. I bought these because I heard Alex Bennett raving about them one day. Must be a West Coast thing. The only thing that makes these better than Twizzlers is a simpler ingredients list.;negative
I really like the Dark Chocolate Nuts with sea salt, but the package arrived damaged. Kind bars from another seller were put into a protective inner box, not this one. the flap had torn off and was taped back into place!! Really.  The chocolate was melted.  I was not too sure that they would be good to eat. I will not buy them again from this seller.;negative
too sweet;negative
"Oh NO!!!!!!!!!!! when i ate the first flavor which is Texas BBQ, i was talking to myself, damn it, i hope other flavors could be better. and guess what, it turns out that the first one IS the best flavor.....

Be seriously, i was wondering will it be better if those jerky are not with any flavor, as a product make by soy, those are quite chewing.";negative
"The ingredient list suits my allergies, and I was really looking forward to this, since I am housebound from illness. But this has far more sugar than any granola I have ever bought, whether from a health shop or a supermarket. Granola was always a cereal for people who are interested in health. You have a right to expect a granola in this category to fall within the norm with regard to sweetness or say something on the label like (""extra sweet""). ""Sweet Home Farm"" does not qualify as fair warning.";negative
Taste is OK, but the six bags I received, although packed snugly in an outer carton, contained very few whole pieces. Just a bagload of tiny pieces the size of a thumbnail. In the first bag there were a total of eight intact pretzels!!! Out of probably about sixty!!!  Fortunately these are my personal snacks, was not planning to use to serve at a party. However, I will NEVER buy these again!!!!;negative
Did not like this brand.;negative
First, this comes in the equivalent of a produce dept. plastic bag.  It is taped shut, there is NO label that states where this comes from, nor what this product's ingredients are. The licorice is HARD, and not like the Australian licorice that comes in the white bags/packages.  We will NEVER buy this again.  This is VERY suspicious packaging.;negative
Hate, a pretty strong word. I don't hate this product, however when I received my creamers no one took in mind the altitude of where I live. Over 40 of the creamers had self-destructed making a complete mess of all the other little puffed up containers. At first I tried to separate the good from the bad. Twenty minutes into the process I gave up. This is going to sound weird, but the containers which were leaking I poured into my dogs dish. This dog eats everything. She walked over, put here nose to the bowl, gave me the evil, and walked away. Yep, I won't be doing this again any time soon.;negative
Too salty!!!!!;negative
I rarely if ever give below 4 or 5 stars on most things I review, and that is because I research everything as much as possible before purchasing. Also, before I write a review that is less than 3 or 4 stars, I usually contact the seller. Unfortunately this product was purchased and sold through Amazon, and Braga Farms was nowhere to be found to write to on here. The seeds taste delicious. However, there is way, Way, WAY, TOO MUCH SALT in terms of the taste! However, it appears that so many people rated these very highly, so perhaps most other people do not agree with me. Yet, before I wrote this review, after I could not find where to write to Braga Farms, I looked to see if I was the only person thinking this, and ironically, the first review I saw before further researching it, was from 2014 claiming there is too much salt. To be fair though, it did get saltier as I got down to the last third of the bag. If Braga Farms is willing to contact me, and either tell me I got an unusal batch, or that I was supposed to shake it each time I ate some, or something else I had not yet thought of, I would consider updating this review, especially if I have a chance to have a bag that is not so salty. On second thought, even shaking the bag may not be right for me, because I liked how it was tasting at first. Again, many people rated these highly so please don't only go by my one experience. I want people, including Braga Farms, to have thriving businesses if they are selling vegan products that are healthy.;negative
Very good but I ordered pumpkins and they had apparently melted and I had peanutbutter globs.  I feel this was Amazons fault not Reese's.  Very disappointed as I was going to use them as decoration on a dessert.;negative
"I'm sorry I couldn't give this more stars; the company seems to have strong ethical values and is proud of their product, but I couldn't handle the taste of it. I received all four of the flavors, and chose my favorite, Mocha, to be the first I tried. I couldn't even finish the little cup...it was just terrible TO ME. And I know taste is relative, so others, I'm SURE, will like it; but it's not for me. I have the other cups away at work. No feedback yet from those. Maybe I should have heated it...I don't know if even that would hav made a difference.";negative
"The price is cheap for a reason. This is some of the toughest jerky that i've ever had, and I've been eating jerky for over 35 years. Too much dried fat to be able to pull the stuff apart with your teeth. Flavor was good on about 50% of the pieces. The others had little or none. I think this stuff would be much better suited as a dog treat for a small breed. For me, it's pretty awful.

I also got a bag of the peppered type. That review is pending.";negative
"These days all reputable food companies put a ""contains nuts"" warning on their label if it does.  Cashews is really embedded in the ingredients, and could be easily missed by someone.  I hope nobody serves this to a nut allergic child by accident.  At the very least they could put the nut ingredient in bold print.  Who would ever think that vegetable soup would contain nuts??";negative
"I purchased this because it sounded so good. We love the Donut House decaf (and my husband would not drink and decaf before we found this brand). I was hoping this would be as yummy as it sounds, even tho I had read many negative reviews. I am really not that picky. I love most coffee, especially flavored unless it is very ""fake"" tasting flavor. Save your money on this one. Unfortunately, this is pretty awful tasting, even after I tried to ""doctor"" it up with syrup and cream. The nicest thing I can say about it is it smells good while brewing.";negative
We used to be big fans of these chips, but they seem to have changed the recipe when they changed the packaging. We used to devour them by the bag, but this new recipe just doesn't taste right to us. Now they much, much saltier, with less cheesy-goodness. We're cancelling our subscribe & save order, since neither one of us actually wants to eat these anymore. On the plus side, we're no longer eating way too many chips!;negative
"This a shameful. pitiful, and fraudulent representation of ""Baklava"". The seller used the term ""small cut"", in the description. Even that is misleading. These things are TINY....smaller than bite-size..... and hard, dry and appear to be manufactured and not ""home-made"". THEY ARE AWFUL!!!";negative
item arrived damaged, plastic top was intact, but foil liner was damaged and about 1/3 of the product was missing.  Amazon credited my account promptly, but since it was a food item and arrived damaged and opened, I threw it out and therefore unable to rate the actual product.;negative
bitter as heck.  YUCK;negative
These boxes on first review appear to be a money saving buy when bundled in a 8 pk purchase, but in reality each box contains only .3 0z of contents which is only a half of the amount in a standard Jello retail. In reality the contents of 8 min-boxes reduces down to 4 standard, (.6 oz) packages and amount to twice the price per box over local retail outlets. This amounts to a devious trick over Amazon customers trust and is not worthy of Amazon's duplicity with these kinds of sales !;negative
"I came on here to give it 5 stars and order another set but..
I see they have massively increased the price! It is no longer a 5 star buy at the new price and I will not purchase again at this price. They have increased the price from $31 to $47. That is more than 50% increase!

I found this 96ct case for $33  https://www.amazon.com/gp/product/B01LX07YGE/ref=oh_aui_detailpage_o00_s00?ie=UTF8&psc=1";negative
returned..;negative
"I bought these specifically because this brand appreared in the Weight Watcher Power Foods list. I'd never heard of them, and they aren't available locally. I found these to be very pasty and gluey - they have a very unappetizing texture. There really isn't any flavor, either.
I split this order with a friend (who shared my opinion of them) and am happy I did - even 2 cannisters will be hard to get through.";negative
Taste terrible, I hate it.;negative
"These are nasty. I expected them to taste like banana chips, naturally sweetened with a ""banana"" taste - wouldn't you think that would make sense? They honestly taste like concrete. No flavor or sweetness whatsoever. I had to throw the bag away and could barely swallow just one! I am used to eating healthy/ clean foods, but these are just gross. On the bright side, the package did come very quick, when ordered with Amazon Prime.";negative
"Love Harney & Sons. I've been so pleased with all that I've tried. This Royal Palace tea is a mystery, however. The top of the tin had a secondary label slapped on that covered another label which stated, ""Sold as a Set."" A set with what? I was so looking forward to citrus flavors of lemon and grapefruit. Instead, I found the tea to smell like a stale Earl Grey. The flavor wasn't very pleasant, either. The tin certainly contained the pyramidal sachets with Harney & Sons tags, but nothing additional that would confirm the contents/ingredients.  Did this perhaps come from a re-seller?";negative
I expected these to be crispy and tasty like others I have tried.  This had no taste, smelled funny and was a super spongy/odd texture.  After eating some, I ended up with a stomach ache.  I threw the bag away after that.  Waste of money.;negative
I hate it because it is a nestle product and I now boycott all nestle products until and unless nestles CEO either apologizes for his statement regarding that water should NOT be free because it is  NOT a human right or he is fired or resigns;negative
Basically this flavor is only good in small doses.  Make a smaller cup, then drown it in milk with a touch of sweetener, and then its good.  Heaven forbid you combine this with a minty (Girl Scout Cookies flavored Thin Mint) coffee creamer, you'll literally hate it.  But with tons of milk its not half bad.;negative
Contains trans fat;negative
I have purchased other offerings from the company and enjoyed them all - except this one.  The beans were a mishmash of lightly roasted to dark roasted beans.  There was no consistency of flavor from one pot to another.  It could taste like dishwater with one pot and a rich cup on the next using the same grinding settings and water temperature.  I am going back to the Haitian Blue - which provides a medium roast with great aroma and flavor.;negative
"The taste is very good, but the arrival condition is a  1*.  As you can see from the attached photo, this is how I received all my orders. Good cracker crumbs, or soup/chili toppings, but to accompany a holiday cheese tray, they just don't ""cut the mustard"".  If you never expect these crackers to arrive in a cracker form, then buy them; but I want a cracker I can serve to guests.";negative
"I have been drinking coffee for a few years now.  This coffee is not very good tasting or very good quality.  I purchased this to replace the same type of coffee that you can by at Starbucks, but this is clearly fair inferior in quality and taste.  This leads to the age old adage that ""you get what you pay for.""

Mind you, this coffee is not disgusting.  I would equate it to the off brand pre ground coffees you can by in any box store in mass qualities.  I would say it taste like Office Coffee.";negative
There is a strange strong element to this soup's flavor I don't know if it's too much cilantro or sprouted garlic (taste similar), or an overdose of cumin or another spice/herb that I can't identify.  If you bought 12 of them as I did, add a can of Muir Glen tomatoes, another can of beans, some garlic, salt and some olive oil.  That makes use of it without too much fuss.;negative
"I am not a picky snacker (I try to eat only healthy/organic/whole foods snacks). But these taste just awful.  The salt needs to be increased greatly!  I am a low-salt eater (by choice), but even with that, these are just way too low on salt.  The flavoring is very one-dimensional - some more effort needs to be put into making the pizza flavoring have more depth, and character.

That said, twice I have ""binged"" on almost a whole bag (I am trying to finish them off!) and the following morning I have a 2 lb. weight loss.  Weird?  I normally do not eat late at night, but with these I did.  I don't understand it, but I like that there is some compensation for eating such an awful tasting (though somewhat healthy) snack.";negative
"The brownies taste okay (not stellar, just okay), but they do have leave a cooling sensation on the tongue after taking a bite, which it typical of erythritol sweetener. I don't care for that, but some don't mind. To each his/her own, but regardless, the cooling sensation is there. In addition, the brownies, while moist, are lacking the ""chewy"" factor that I've come to expect and want in a good brownie. I realize that, because they don't have gluten, the chewy factor is hard to create in a mix like this, but sadly, that takes a lot from the brownie for me. Ordinarily I would say these brownies would do in a pinch, but due to the price ($12 for a single package that makes a small 8X8 pan - ouch!) and the other factors I've listed, these truly fell short for me. I wanted them to be the missing brownie that I crave, but they weren't, and between me and my significant other, we ate half of the small pan that the mix made, and threw the rest out. Not worth the money in my view. My search continues.";negative
I make iced tea by the gallon using loose leaf teas. Every other brand I've tried has needed 20g of tea, but with Tattle, even 25g isn't enough and I can't fit any more in the #4 bags I use. I've had to supplement by adding 3 bags of my favorite Welsh tea to every pot just to get the flavor strong enough to be tolerable. That's disappointing and I won't be buying Tattle again;negative
Did not fit Keurig.;negative
"Someone at work swore by these and talked about how delicious the flavor was. So I thought I'd try them out. Yuk! I could not finish even one of these. I had a variety pack and it didn't matter the flavor...I didn't like any of them. Making them ""colder"" didn't improve the experience. Lucky for me, I had someone to gift these to -- the same gentlemen who told me about them. He still likes them...";negative
Umm was this suppose to be Himalayan or sea salt and the size :( its so pale, that majority of this is white ... last time I bought the cake s.o.s brand and it was awesome.... I would not recommend this ! Included pictures of what I currently use that I bought from amazon vs this. Buy this cake brand ... its like a buck more!!!;negative
Grainy;negative
Terrible. Poor quality, mainly sticks and old stale pieces. Little or no scent. Even found some insect webs on pieces. I picked through and found a few salvageable stars but will likely reorder from someplace else. I guess I should have read the reviews before I ordered;negative
This item really is awful. The eggs fried taste very bland and heavy and waxy. When used in baking, this item makes all my baked goods heavy and rubbery. I have thrown out anything I have put this egg substitute into.  I thought this was going to be the answer to my dreams, considering some of the reviews. I did use ice cold water as recommended. Otherwise, do not waste your money. This makes the baked goods have a real strong egg flavor also.;negative
